transaction_id,user_id,transaction_date,amount,merchant_category,location,time_of_day,multiple_transactions,high_risk_merchant,unusual_location,device_type,payment_method,is_fraud
TXN00004056,USER8411,2024-07-19 09:43:46,79150.95,Shopping,Karnataka,7,1,0,0,Desktop,Card,0
TXN00004057,USER7320,2024-05-09 10:56:46,67737.09,Education,Maharashtra,4,3,0,0,Mobile,Wallet,0
TXN00004058,USER3105,2024-05-10 01:42:46,9244.16,Travel,Telangana,16,3,0,0,Tablet,Wallet,0
TXN00004059,USER1307,2024-06-14 09:06:46,66742.61,Entertainment,Madhya Pradesh,12,2,0,0,Desktop,Wallet,0
TXN00004060,USER8737,2024-03-08 16:40:46,93161.99,Healthcare,Tamil Nadu,9,3,0,0,Mobile,UPI,0
TXN00004061,USER4359,2024-10-12 07:46:46,4591.0,Fashion,Karnataka,9,1,0,0,Mobile,Wallet,0
TXN00004062,USER4176,2024-04-15 04:38:46,61680.17,Healthcare,Goa,20,0,0,0,Mobile,UPI,0
TXN00004063,USER2251,2024-12-09 23:29:46,37978.54,Food,Arunachal Pradesh,22,2,0,0,Desktop,Wallet,0
TXN00004064,USER6366,2024-06-15 15:25:46,50153.04,Bills,Odisha,11,3,0,0,Desktop,Wallet,0
TXN00004065,USER2517,2024-03-19 23:49:46,52865.06,Education,Tripura,11,1,0,0,Mobile,UPI,0
TXN00004066,USER7226,2024-04-21 06:46:46,77127.51,Electronics,Himachal Pradesh,6,2,0,0,Mobile,UPI,0
TXN00004067,USER6305,2024-07-01 11:52:46,55745.55,Bills,Tamil Nadu,10,0,0,0,Mobile,UPI,0
TXN00004068,USER6869,2024-08-29 15:25:46,59349.25,Food,Nagaland,19,0,0,0,Mobile,UPI,0
TXN00004069,USER9039,2024-12-05 09:21:46,33357.89,Entertainment,Maharashtra,23,1,0,0,Mobile,UPI,0
TXN00004070,USER5891,2024-07-27 15:10:46,12681.94,Others,Madhya Pradesh,11,4,0,0,Desktop,UPI,0
TXN00004071,USER5992,2024-04-20 11:42:46,68304.96,Bills,West Bengal,3,1,1,0,Mobile,Wallet,0
TXN00004072,USER2961,2024-10-19 16:34:46,148.17,Groceries,Kerala,17,1,0,0,Mobile,UPI,0
TXN00004073,USER3863,2024-07-18 08:28:46,32938.85,Groceries,Kerala,9,1,0,0,Mobile,UPI,0
TXN00004074,USER7603,2024-10-13 21:36:46,21882.59,Shopping,Madhya Pradesh,19,4,0,0,Mobile,UPI,0
TXN00004075,USER5567,2024-11-10 02:18:46,38914.49,Groceries,Gujarat,1,3,0,0,Desktop,UPI,0
TXN00004076,USER7513,2024-02-18 19:18:46,31195.68,Others,Meghalaya,0,3,1,0,Mobile,UPI,0
TXN00004077,USER5005,2024-04-16 18:33:46,70451.29,Fashion,Mizoram,13,0,1,0,Mobile,UPI,0
TXN00004078,USER1183,2024-11-30 07:47:46,26094.58,Shopping,Himachal Pradesh,16,3,0,0,Mobile,UPI,0
TXN00004079,USER8755,2024-09-01 08:11:46,56118.96,Bills,Maharashtra,3,1,0,0,Mobile,Wallet,0
TXN00004080,USER4358,2024-10-15 01:11:46,45631.47,Others,Himachal Pradesh,8,3,0,0,Desktop,UPI,0
TXN00004081,USER7615,2024-01-07 21:42:46,80125.64,Healthcare,Goa,6,4,0,0,Mobile,UPI,0
TXN00004082,USER7797,2024-02-16 16:43:46,42866.44,Education,Uttar Pradesh,20,3,0,0,Desktop,UPI,0
TXN00004083,USER9728,2024-07-25 09:55:46,86401.22,Others,Andhra Pradesh,21,1,1,0,Desktop,Wallet,0
TXN00004084,USER8678,2024-04-13 07:20:46,114.56,Others,Telangana,16,3,0,0,Desktop,UPI,0
TXN00004085,USER6698,2024-06-13 05:30:46,60523.15,Bills,Sikkim,2,0,0,0,Mobile,Wallet,0
TXN00004086,USER2273,2024-10-19 21:16:46,1079.72,Food,Tripura,0,3,0,0,Mobile,UPI,0
TXN00004087,USER7653,2024-08-13 16:39:46,71422.04,Travel,Tripura,9,0,0,0,Mobile,Card,0
TXN00004088,USER2096,2024-01-24 08:34:46,23568.75,Healthcare,Tamil Nadu,4,2,0,0,Mobile,UPI,0
TXN00004089,USER9002,2024-09-07 13:56:46,38060.13,Fashion,Punjab,3,4,0,0,Mobile,UPI,0
TXN00004090,USER5247,2024-02-27 04:12:46,38105.71,Entertainment,Uttarakhand,18,0,0,0,Mobile,UPI,0
TXN00004091,USER6314,2024-10-04 13:28:46,84657.6,Shopping,Andhra Pradesh,5,2,0,0,Desktop,UPI,0
TXN00004092,USER4354,2024-05-27 00:20:46,10299.07,Travel,Odisha,5,2,0,0,Mobile,Wallet,0
TXN00004093,USER1270,2024-02-28 18:00:46,66723.01,Fashion,Sikkim,8,1,0,0,Mobile,UPI,0
TXN00004094,USER2186,2024-01-27 15:36:46,98127.56,Food,Manipur,19,2,1,1,Mobile,Card,1
TXN00004095,USER7305,2024-08-07 22:02:46,2336.2,Electronics,Mizoram,8,4,0,0,Tablet,UPI,0
TXN00004096,USER3398,2024-06-04 21:56:46,96592.83,Shopping,Punjab,14,4,0,0,Tablet,UPI,0
TXN00004097,USER7995,2024-10-27 14:50:46,1938.63,Electronics,Telangana,19,4,0,0,Mobile,UPI,0
TXN00004098,USER8299,2024-08-18 17:19:46,84130.83,Fashion,West Bengal,7,4,0,0,Desktop,UPI,0
TXN00004099,USER5182,2024-09-20 03:00:46,96128.32,Bills,Haryana,23,1,0,0,Desktop,UPI,0
TXN00004100,USER3230,2024-01-06 10:28:46,99303.44,Groceries,Sikkim,1,3,0,0,Desktop,Wallet,0
TXN00004101,USER7511,2024-08-14 00:25:46,45966.22,Groceries,Sikkim,9,0,1,0,Tablet,Card,0
TXN00004102,USER1128,2024-09-02 13:40:46,86709.05,Groceries,Assam,13,1,0,0,Tablet,Wallet,0
TXN00004103,USER4672,2024-10-20 16:00:46,12321.72,Electronics,Tamil Nadu,23,1,0,0,Mobile,Wallet,0
TXN00004104,USER5765,2024-01-28 11:42:46,42595.9,Electronics,Kerala,1,0,0,0,Tablet,Wallet,0
TXN00004105,USER4970,2024-12-12 18:20:46,30866.7,Others,Telangana,23,0,0,0,Mobile,UPI,0
TXN00004106,USER8545,2024-06-02 08:53:46,39578.19,Fashion,Manipur,21,3,0,1,Mobile,UPI,0
TXN00004107,USER6552,2024-05-01 01:40:46,70227.89,Healthcare,Nagaland,12,3,0,0,Mobile,UPI,0
TXN00004108,USER1627,2024-02-28 00:03:46,8839.27,Travel,Madhya Pradesh,18,4,0,0,Mobile,UPI,0
TXN00004109,USER7589,2024-12-14 18:31:46,99816.58,Healthcare,Chhattisgarh,6,3,0,0,Mobile,UPI,0
TXN00004110,USER3044,2024-04-30 01:11:46,63543.21,Bills,Sikkim,11,3,0,0,Mobile,Wallet,0
TXN00004111,USER3341,2024-02-06 19:03:46,87364.41,Electronics,Mizoram,5,0,0,0,Mobile,Wallet,0
TXN00004112,USER6884,2024-01-05 20:58:46,82986.59,Education,West Bengal,2,2,0,0,Mobile,UPI,0
TXN00004113,USER9185,2024-07-19 08:04:46,76623.15,Fashion,Rajasthan,4,4,0,0,Tablet,Wallet,1
TXN00004114,USER1249,2024-02-13 08:32:46,4018.43,Groceries,Assam,3,4,0,0,Mobile,UPI,0
TXN00004115,USER3925,2024-01-16 02:49:46,51695.06,Bills,Odisha,13,1,0,0,Desktop,UPI,0
TXN00004116,USER6043,2024-01-22 06:49:46,32882.02,Fashion,Goa,5,3,0,0,Mobile,UPI,0
TXN00004117,USER1974,2024-07-30 18:40:46,11382.62,Food,Uttarakhand,16,3,0,0,Mobile,UPI,0
TXN00004118,USER8192,2024-09-11 11:13:46,34364.72,Others,Mizoram,16,0,0,0,Mobile,UPI,0
TXN00004119,USER3672,2023-12-31 23:53:46,64515.82,Travel,Chhattisgarh,23,3,0,0,Mobile,Wallet,0
TXN00004120,USER8279,2024-01-23 11:12:46,23139.58,Others,Rajasthan,12,1,0,0,Desktop,UPI,0
TXN00004121,USER8531,2024-09-22 11:16:46,44515.08,Others,Chhattisgarh,23,0,0,0,Mobile,UPI,0
TXN00004122,USER9662,2024-09-16 18:45:46,40508.97,Travel,Odisha,11,4,0,0,Mobile,Wallet,0
TXN00004123,USER2987,2024-01-23 14:39:46,5341.05,Entertainment,Sikkim,23,3,0,0,Desktop,Wallet,0
TXN00004124,USER1090,2024-09-07 20:28:46,62845.44,Travel,Karnataka,1,3,0,0,Mobile,UPI,0
TXN00004125,USER9721,2024-02-10 03:02:46,61922.81,Healthcare,Andhra Pradesh,13,1,0,1,Mobile,UPI,0
TXN00004126,USER5059,2024-03-21 18:28:46,96644.81,Groceries,Uttar Pradesh,4,1,1,0,Desktop,UPI,0
TXN00004127,USER3773,2024-10-15 20:41:46,29870.72,Education,Madhya Pradesh,7,0,0,0,Mobile,Wallet,0
TXN00004128,USER9383,2024-10-13 15:57:46,41953.21,Food,Mizoram,14,4,0,0,Desktop,UPI,0
TXN00004129,USER8409,2024-12-06 09:08:46,40423.4,Food,Karnataka,8,1,0,0,Mobile,Card,0
TXN00004130,USER5440,2024-08-02 15:20:46,91982.42,Shopping,Nagaland,15,1,1,1,Mobile,UPI,0
TXN00004131,USER8347,2024-01-09 09:05:46,40924.07,Bills,Bihar,12,4,0,0,Desktop,UPI,0
TXN00004132,USER2008,2024-11-20 05:00:46,44332.14,Healthcare,Uttar Pradesh,21,2,0,0,Mobile,Wallet,0
TXN00004133,USER4783,2024-10-12 18:17:46,25309.22,Electronics,Tripura,14,0,1,0,Mobile,Card,0
TXN00004134,USER7646,2024-07-08 07:38:46,216.7,Bills,Jharkhand,3,2,0,0,Tablet,Wallet,0
TXN00004135,USER5298,2024-01-18 09:06:46,11134.02,Others,Telangana,15,4,0,0,Desktop,UPI,0
TXN00004136,USER5668,2024-03-02 22:59:46,70418.53,Others,Uttarakhand,11,3,0,0,Mobile,Wallet,0
TXN00004137,USER5287,2024-12-07 02:21:46,68281.31,Shopping,Uttar Pradesh,19,0,1,0,Desktop,UPI,0
TXN00004138,USER3052,2024-06-22 13:52:46,32320.8,Travel,Karnataka,21,4,0,0,Desktop,Wallet,0
TXN00004139,USER7009,2024-07-29 14:42:46,47353.32,Education,Nagaland,11,4,0,0,Mobile,UPI,0
TXN00004140,USER2716,2024-10-07 19:23:46,29808.1,Travel,Andhra Pradesh,14,0,0,0,Mobile,UPI,0
TXN00004141,USER1310,2024-08-11 03:53:46,73118.55,Healthcare,Bihar,4,2,1,0,Mobile,UPI,0
TXN00004142,USER5538,2024-09-07 14:46:46,84265.69,Fashion,Chhattisgarh,0,3,0,0,Mobile,UPI,0
TXN00004143,USER2260,2024-10-02 02:54:46,89920.62,Travel,Arunachal Pradesh,19,2,1,0,Mobile,UPI,0
TXN00004144,USER4932,2024-05-02 09:18:46,17469.75,Food,West Bengal,2,1,1,0,Mobile,Wallet,0
TXN00004145,USER1584,2024-10-07 14:20:46,69532.17,Fashion,Uttar Pradesh,7,2,0,0,Tablet,UPI,0
TXN00004146,USER8616,2024-03-21 22:29:46,96304.17,Groceries,Sikkim,6,1,1,0,Mobile,UPI,0
TXN00004147,USER9551,2024-09-03 02:25:46,65096.11,Food,Telangana,12,0,0,0,Tablet,Wallet,0
TXN00004148,USER3866,2024-06-10 22:06:46,35162.32,Fashion,Kerala,9,1,0,0,Desktop,Wallet,0
TXN00004149,USER6898,2024-09-21 01:28:46,63631.04,Bills,Karnataka,16,4,0,0,Desktop,UPI,0
TXN00004150,USER3011,2024-10-16 11:30:46,68873.76,Bills,West Bengal,10,1,0,0,Mobile,UPI,0
TXN00004151,USER7251,2024-08-20 04:54:46,39765.03,Bills,Rajasthan,7,4,1,0,Mobile,UPI,0
TXN00004152,USER5939,2024-12-01 21:21:46,10488.7,Groceries,Meghalaya,22,4,0,0,Mobile,UPI,0
TXN00004153,USER5006,2024-10-21 11:54:46,60705.32,Travel,Bihar,14,2,0,0,Desktop,UPI,0
TXN00004154,USER2625,2024-03-24 13:46:46,80233.87,Fashion,Gujarat,11,3,1,0,Mobile,Wallet,0
TXN00004155,USER1890,2024-04-25 10:13:46,99757.89,Bills,Delhi,17,2,0,0,Mobile,Wallet,0
TXN00004156,USER7078,2024-01-11 11:47:46,22383.52,Education,Rajasthan,9,2,0,0,Mobile,Wallet,0
TXN00004157,USER8036,2024-10-28 04:33:46,70068.86,Entertainment,West Bengal,11,4,0,0,Mobile,UPI,0
TXN00004158,USER9923,2024-05-03 18:52:46,2901.52,Bills,Telangana,3,3,0,0,Mobile,UPI,0
TXN00004159,USER4961,2024-10-04 07:48:46,96985.55,Shopping,Tamil Nadu,14,4,0,0,Tablet,Wallet,0
TXN00004160,USER3504,2024-04-01 08:54:46,1355.19,Shopping,Rajasthan,17,3,0,0,Desktop,UPI,0
TXN00004161,USER9806,2024-05-06 22:49:46,35943.62,Education,Madhya Pradesh,12,1,0,0,Mobile,UPI,0
TXN00004162,USER4806,2024-06-05 02:29:46,7732.64,Food,Maharashtra,23,4,0,1,Desktop,UPI,0
TXN00004163,USER7100,2024-08-17 22:13:46,62134.7,Fashion,Karnataka,16,2,0,0,Mobile,Card,0
TXN00004164,USER2719,2024-09-16 22:43:46,34016.03,Fashion,Haryana,0,4,0,0,Mobile,UPI,0
TXN00004165,USER7686,2024-10-15 03:26:46,73321.1,Healthcare,Andhra Pradesh,23,0,0,0,Mobile,UPI,0
TXN00004166,USER2587,2024-05-06 02:00:46,48689.17,Healthcare,Haryana,4,0,0,0,Mobile,Wallet,0
TXN00004167,USER8000,2024-12-06 13:56:46,41998.4,Others,Odisha,16,0,0,0,Desktop,Wallet,0
TXN00004168,USER1896,2024-01-12 06:37:46,34916.78,Electronics,Mizoram,19,2,0,0,Tablet,UPI,0
TXN00004169,USER6558,2024-12-25 19:56:46,8704.3,Shopping,Himachal Pradesh,17,2,0,0,Mobile,UPI,0
TXN00004170,USER9469,2024-10-01 12:29:46,20562.0,Food,Uttarakhand,8,0,0,0,Mobile,UPI,0
TXN00004171,USER5647,2024-04-20 17:15:46,63946.34,Shopping,Madhya Pradesh,9,2,0,0,Mobile,Wallet,0
TXN00004172,USER3432,2024-04-17 03:14:46,49725.49,Shopping,Sikkim,21,2,0,0,Mobile,Wallet,0
TXN00004173,USER4904,2024-02-25 15:14:46,7101.94,Others,Manipur,16,2,0,0,Tablet,UPI,0
TXN00004174,USER7837,2024-10-09 16:08:46,54440.78,Entertainment,Uttarakhand,0,0,0,0,Tablet,UPI,0
TXN00004175,USER2449,2024-01-27 23:31:46,5508.85,Education,Madhya Pradesh,3,1,1,0,Mobile,UPI,0
TXN00004176,USER5500,2024-10-09 11:35:46,51221.52,Fashion,Uttarakhand,17,1,0,0,Mobile,Wallet,0
TXN00004177,USER6454,2024-07-25 08:02:46,96499.65,Education,Haryana,14,3,0,1,Mobile,UPI,0
TXN00004178,USER5117,2024-01-05 18:43:46,30803.72,Others,Uttarakhand,14,4,1,0,Mobile,UPI,0
TXN00004179,USER9869,2024-09-21 10:39:46,72377.96,Electronics,Uttar Pradesh,0,1,0,0,Mobile,Wallet,0
TXN00004180,USER3028,2024-11-13 18:55:46,74580.65,Food,Kerala,21,3,0,0,Mobile,Card,0
TXN00004181,USER7845,2024-03-12 05:38:46,40545.47,Healthcare,Karnataka,23,1,0,0,Mobile,UPI,0
TXN00004182,USER4758,2024-03-26 09:00:46,59369.89,Entertainment,Punjab,0,0,0,0,Desktop,UPI,0
TXN00004183,USER6904,2024-01-11 14:12:46,47257.4,Travel,Madhya Pradesh,10,3,0,0,Mobile,Card,0
TXN00004184,USER5624,2024-02-20 16:05:46,28407.97,Entertainment,Meghalaya,10,0,0,0,Desktop,UPI,0
TXN00004185,USER9848,2024-04-30 10:33:46,75498.74,Entertainment,Arunachal Pradesh,5,0,0,0,Tablet,UPI,0
TXN00004186,USER1165,2024-03-04 08:22:46,70312.38,Travel,Goa,0,3,0,0,Mobile,Card,0
TXN00004187,USER5591,2024-07-20 02:49:46,90064.83,Electronics,Meghalaya,13,3,0,0,Mobile,Card,0
TXN00004188,USER1589,2024-11-27 15:35:46,61850.81,Education,Nagaland,23,1,0,0,Mobile,UPI,0
TXN00004189,USER5524,2024-03-13 17:18:46,38933.14,Fashion,Mizoram,5,1,0,1,Mobile,Wallet,0
TXN00004190,USER3821,2024-02-24 14:31:46,71429.36,Food,Manipur,16,4,0,1,Tablet,UPI,0
TXN00004191,USER7509,2024-01-29 22:31:46,61941.72,Travel,Gujarat,8,1,0,0,Desktop,Card,0
TXN00004192,USER8693,2024-07-20 19:24:46,61699.76,Fashion,Maharashtra,16,3,0,1,Mobile,Wallet,1
TXN00004193,USER1071,2024-11-10 16:13:46,84998.79,Healthcare,Gujarat,13,1,1,0,Desktop,UPI,0
TXN00004194,USER4580,2024-07-15 22:24:46,91055.81,Bills,Goa,18,3,0,0,Mobile,UPI,0
TXN00004195,USER8962,2024-08-31 22:01:46,18106.14,Shopping,Kerala,7,4,0,0,Mobile,Wallet,0
TXN00004196,USER1268,2024-03-30 12:54:46,31473.62,Shopping,Arunachal Pradesh,23,3,1,0,Mobile,Wallet,0
TXN00004197,USER3462,2024-01-11 06:22:46,65065.54,Education,Rajasthan,22,4,0,0,Desktop,UPI,0
TXN00004198,USER2015,2024-06-30 01:20:46,55766.4,Groceries,Andhra Pradesh,11,4,0,0,Desktop,UPI,0
TXN00004199,USER8984,2024-06-30 22:23:46,65267.38,Entertainment,Nagaland,1,4,0,0,Desktop,UPI,0
TXN00004200,USER1406,2024-06-14 11:18:46,43358.16,Travel,Delhi,2,0,0,0,Desktop,UPI,0
TXN00004201,USER8384,2024-11-18 19:16:46,41302.66,Electronics,West Bengal,20,2,1,0,Mobile,UPI,0
TXN00004202,USER7049,2024-01-13 15:15:46,11853.63,Electronics,Chhattisgarh,12,3,0,0,Mobile,UPI,0
TXN00004203,USER7169,2024-07-06 09:06:46,62402.46,Entertainment,Rajasthan,4,1,0,0,Mobile,UPI,0
TXN00004204,USER8982,2024-02-22 08:01:46,17660.99,Others,Gujarat,17,2,0,0,Mobile,Card,0
TXN00004205,USER1985,2024-02-04 20:17:46,67135.06,Education,Manipur,0,2,0,0,Mobile,UPI,0
TXN00004206,USER5485,2024-05-21 16:30:46,96710.52,Entertainment,Rajasthan,4,0,0,0,Mobile,UPI,0
TXN00004207,USER9901,2024-10-20 19:06:46,25715.64,Education,Uttarakhand,20,3,0,0,Tablet,Wallet,0
TXN00004208,USER3618,2024-06-24 10:35:46,14301.02,Healthcare,Goa,11,3,0,0,Mobile,UPI,0
TXN00004209,USER7289,2024-04-26 21:56:46,2515.11,Groceries,Arunachal Pradesh,18,1,0,0,Mobile,Wallet,0
TXN00004210,USER7928,2024-09-11 01:27:46,37944.84,Healthcare,Rajasthan,23,0,0,0,Desktop,UPI,0
TXN00004211,USER6368,2024-06-29 11:47:46,21539.64,Groceries,Telangana,5,2,0,0,Desktop,Card,0
TXN00004212,USER5621,2024-04-24 13:38:46,49236.76,Others,Mizoram,1,3,0,0,Mobile,Wallet,0
TXN00004213,USER8566,2024-03-06 17:56:46,52478.17,Groceries,Uttarakhand,1,0,0,0,Mobile,Wallet,0
TXN00004214,USER5670,2024-11-28 12:00:46,34997.84,Healthcare,Madhya Pradesh,19,4,0,0,Mobile,Wallet,0
TXN00004215,USER8658,2024-01-02 05:56:46,75015.63,Entertainment,Madhya Pradesh,12,3,0,0,Tablet,UPI,0
TXN00004216,USER2003,2024-02-16 01:15:46,90490.19,Bills,Maharashtra,13,2,0,0,Desktop,UPI,0
TXN00004217,USER8504,2024-09-30 15:48:46,21231.16,Electronics,Uttar Pradesh,5,4,0,0,Mobile,Wallet,0
TXN00004218,USER3466,2024-05-11 01:44:46,83646.15,Food,Tamil Nadu,11,4,0,0,Mobile,Wallet,0
TXN00004219,USER2939,2024-06-21 13:40:46,13205.67,Electronics,Haryana,12,4,0,0,Mobile,UPI,0
TXN00004220,USER2635,2024-06-09 14:17:46,22947.35,Bills,Manipur,23,2,0,0,Mobile,Wallet,0
TXN00004221,USER9095,2024-03-22 11:34:46,56185.43,Fashion,Karnataka,7,0,0,0,Mobile,UPI,0
TXN00004222,USER7265,2024-05-05 23:29:46,30727.49,Shopping,Madhya Pradesh,13,3,0,0,Mobile,UPI,0
TXN00004223,USER2895,2024-01-23 18:55:46,4266.91,Others,Rajasthan,17,0,0,0,Mobile,UPI,0
TXN00004224,USER7524,2024-10-27 22:59:46,29557.73,Healthcare,Punjab,3,2,1,0,Mobile,UPI,0
TXN00004225,USER2073,2024-09-03 14:23:46,90496.53,Bills,Andhra Pradesh,5,1,0,0,Tablet,UPI,0
TXN00004226,USER6184,2024-01-31 23:08:46,17504.89,Travel,Tripura,21,3,1,0,Tablet,Wallet,0
TXN00004227,USER3402,2024-03-11 01:12:46,76398.71,Travel,Arunachal Pradesh,5,3,0,0,Mobile,UPI,0
TXN00004228,USER5895,2024-11-28 16:46:46,72255.97,Shopping,Karnataka,14,1,0,0,Mobile,UPI,0
TXN00004229,USER8331,2024-10-28 16:15:46,10711.86,Healthcare,Maharashtra,23,4,0,0,Mobile,UPI,0
TXN00004230,USER2956,2024-02-28 05:59:46,33011.35,Food,Chhattisgarh,23,3,0,0,Mobile,UPI,0
TXN00004231,USER8023,2024-02-08 11:39:46,19016.69,Education,Gujarat,12,3,1,0,Mobile,UPI,0
TXN00004232,USER4907,2024-11-30 21:15:46,2412.7,Entertainment,Telangana,6,3,0,0,Mobile,UPI,0
TXN00004233,USER1807,2024-08-29 22:51:46,17386.76,Entertainment,Meghalaya,12,2,0,0,Mobile,Wallet,0
TXN00004234,USER9378,2024-08-03 07:11:46,20237.64,Others,Karnataka,20,1,0,0,Mobile,UPI,0
TXN00004235,USER5827,2024-10-02 17:38:46,16681.43,Bills,Uttar Pradesh,5,3,0,0,Tablet,UPI,0
TXN00004236,USER5524,2024-02-03 06:46:46,9200.61,Electronics,Manipur,5,1,0,0,Mobile,Wallet,0
TXN00004237,USER3284,2024-03-18 23:28:46,52677.88,Healthcare,Bihar,13,4,1,0,Tablet,Card,1
TXN00004238,USER6313,2024-08-05 01:43:46,32331.64,Travel,Jharkhand,2,3,0,0,Desktop,UPI,0
TXN00004239,USER1757,2024-09-27 14:40:46,90834.11,Entertainment,Andhra Pradesh,10,0,0,0,Mobile,Wallet,0
TXN00004240,USER5887,2024-02-24 18:28:46,18802.63,Electronics,Gujarat,12,0,0,0,Desktop,Wallet,0
TXN00004241,USER4854,2024-01-13 22:40:46,60325.98,Shopping,Kerala,2,0,0,0,Mobile,Wallet,0
TXN00004242,USER4558,2024-05-30 09:54:46,90071.98,Education,Delhi,11,0,0,0,Tablet,UPI,0
TXN00004243,USER1961,2024-12-14 05:46:46,4814.25,Education,Uttar Pradesh,22,2,0,0,Desktop,UPI,0
TXN00004244,USER4847,2024-02-25 01:45:46,51676.12,Healthcare,Karnataka,21,4,0,0,Mobile,UPI,0
TXN00004245,USER7726,2024-06-01 15:19:46,45121.81,Groceries,Karnataka,20,3,0,0,Tablet,Card,0
TXN00004246,USER4575,2024-08-03 05:46:46,92884.98,Healthcare,Tripura,21,4,0,0,Mobile,Wallet,0
TXN00004247,USER3418,2024-09-25 23:25:46,66410.1,Fashion,Mizoram,21,0,0,0,Mobile,UPI,0
TXN00004248,USER5198,2024-02-20 17:59:46,34981.22,Entertainment,Andhra Pradesh,19,4,0,1,Desktop,Wallet,0
TXN00004249,USER2001,2024-08-16 06:27:46,71180.97,Entertainment,Manipur,4,4,0,0,Mobile,UPI,0
TXN00004250,USER6244,2024-03-23 19:54:46,58307.14,Bills,Tamil Nadu,12,2,0,0,Tablet,Wallet,0
TXN00004251,USER8119,2024-04-20 19:17:46,34782.27,Entertainment,Tripura,22,0,1,0,Mobile,UPI,0
TXN00004252,USER5066,2024-12-17 22:08:46,78546.34,Entertainment,Rajasthan,10,1,0,0,Mobile,UPI,0
TXN00004253,USER3845,2024-02-13 10:23:46,66850.16,Electronics,Punjab,16,4,0,0,Desktop,Wallet,0
TXN00004254,USER9849,2024-01-19 18:31:46,641.09,Groceries,Sikkim,9,4,0,0,Mobile,Card,0
TXN00004255,USER6316,2024-05-14 01:08:46,86526.95,Travel,Tripura,11,0,0,0,Desktop,Wallet,0
TXN00004256,USER1422,2024-07-31 16:30:46,39769.48,Travel,Nagaland,5,2,0,1,Mobile,Wallet,0
TXN00004257,USER7715,2024-06-22 04:51:46,64580.22,Fashion,Rajasthan,4,3,1,0,Desktop,Card,1
TXN00004258,USER5266,2024-04-26 19:53:46,39737.16,Education,Bihar,21,0,0,0,Mobile,UPI,0
TXN00004259,USER8549,2024-03-09 17:28:46,88148.07,Travel,Delhi,0,3,0,0,Desktop,Wallet,0
TXN00004260,USER7316,2024-02-06 10:00:46,65118.46,Entertainment,Odisha,19,1,0,0,Mobile,UPI,0
TXN00004261,USER3710,2024-04-27 22:39:46,57980.68,Groceries,Chhattisgarh,23,3,1,0,Mobile,UPI,0
TXN00004262,USER9644,2024-05-29 19:50:46,98028.45,Electronics,Maharashtra,19,4,0,0,Mobile,UPI,0
TXN00004263,USER9069,2024-03-17 04:09:46,28135.99,Groceries,Tamil Nadu,14,2,0,0,Tablet,Wallet,0
TXN00004264,USER2657,2024-03-16 05:41:46,6618.9,Travel,Madhya Pradesh,15,1,1,0,Desktop,UPI,0
TXN00004265,USER3541,2024-08-03 23:48:46,51649.44,Groceries,Uttarakhand,9,2,0,0,Mobile,UPI,0
TXN00004266,USER7763,2024-07-14 17:43:46,42459.38,Entertainment,Odisha,23,2,1,0,Mobile,UPI,0
TXN00004267,USER4075,2024-03-20 11:16:46,45483.58,Bills,Odisha,7,3,0,0,Mobile,UPI,0
TXN00004268,USER4164,2024-05-03 12:21:46,62048.47,Bills,Meghalaya,1,2,0,0,Tablet,UPI,0
TXN00004269,USER3053,2024-12-11 21:08:46,61550.65,Travel,Sikkim,21,1,0,0,Mobile,Wallet,0
TXN00004270,USER9479,2024-08-12 07:10:46,39287.2,Bills,Rajasthan,6,2,0,0,Tablet,UPI,0
TXN00004271,USER6737,2024-07-23 02:18:46,86301.41,Bills,Odisha,22,1,0,0,Desktop,Wallet,0
TXN00004272,USER4217,2024-01-05 22:37:46,65180.71,Healthcare,Andhra Pradesh,0,4,0,0,Mobile,UPI,0
TXN00004273,USER2447,2024-09-18 19:21:46,89002.18,Electronics,Jharkhand,19,4,0,0,Mobile,Wallet,1
TXN00004274,USER7009,2024-07-26 15:55:46,91324.08,Bills,Arunachal Pradesh,22,3,0,0,Desktop,UPI,0
TXN00004275,USER1607,2024-06-28 19:22:46,16814.48,Electronics,Manipur,5,0,0,0,Desktop,UPI,0
TXN00004276,USER5552,2024-12-22 12:40:46,68088.13,Bills,Odisha,12,4,0,0,Mobile,UPI,0
TXN00004277,USER2764,2024-01-31 00:09:46,31819.44,Entertainment,Bihar,11,0,0,0,Mobile,UPI,0
TXN00004278,USER3671,2024-11-07 06:38:46,83659.26,Groceries,Rajasthan,18,1,0,0,Mobile,UPI,0
TXN00004279,USER7519,2024-08-22 20:26:46,73311.87,Education,Uttar Pradesh,16,0,0,0,Mobile,UPI,0
TXN00004280,USER4962,2024-11-07 20:08:46,19954.89,Entertainment,Tripura,4,2,0,0,Mobile,UPI,0
TXN00004281,USER4177,2024-03-24 04:13:46,93879.2,Bills,Bihar,23,1,0,0,Tablet,Wallet,0
TXN00004282,USER4722,2024-08-16 23:17:46,68379.55,Fashion,Kerala,14,2,0,1,Tablet,Card,0
TXN00004283,USER5906,2024-08-14 03:38:46,94868.45,Shopping,Tripura,13,0,1,0,Mobile,Wallet,0
TXN00004284,USER8263,2024-07-04 06:37:46,20270.93,Fashion,Rajasthan,2,2,0,0,Mobile,UPI,0
